WKT,name,description
"POLYGON ((110.3361105 -7.6252039, 110.3203177 -7.6442595, 110.3086447 -7.6503843, 110.2969717 -7.6680778, 110.2942251 -7.6789658, 110.2804922 -7.6932558, 110.2962851 -7.7082258, 110.2976584 -7.724556, 110.2852987 -7.7347621, 110.2955984 -7.7510914, 110.2839254 -7.7612968, 110.2695059 -7.7619772, 110.2688192 -7.769461, 110.2688192 -7.7864692, 110.2708792 -7.7980344, 110.2715658 -7.8075584, 110.2530264 -7.8082387, 110.2386068 -7.8266058, 110.2269339 -7.8395304, 110.2489065 -7.8578961, 110.2715658 -7.8891841, 110.2729391 -7.9197895, 110.2633261 -7.9279506, 110.2482199 -7.9320311, 110.2372335 -7.9639934, 110.2269339 -7.9755536, 110.222814 -7.9843936, 110.2248739 -7.9898335, 110.2839254 -8.0102324, 110.3141378 -8.014312, 110.3354239 -8.0292704, 110.3615164 -8.0428685, 110.362203 -7.9497127, 110.3683828 -7.916389, 110.3910421 -7.904147, 110.4040884 -7.8925848, 110.4143881 -7.8939451, 110.4178213 -7.9129885, 110.4542135 -7.9021066, 110.4452871 -7.868099, 110.4439138 -7.8483732, 110.4569601 -7.8381699, 110.4700064 -7.8490535, 110.4789328 -7.8619773, 110.4844259 -7.8368095, 110.5043387 -7.8245651, 110.5091452 -7.8068782, 110.5125784 -7.7905511, 110.494039 -7.7837479, 110.4899191 -7.7490502, 110.5400442 -7.7483699, 110.5496573 -7.7197931, 110.5112051 -7.7102671, 110.4926657 -7.6932558, 110.4700064 -7.687812, 110.4411673 -7.6728414, 110.4198813 -7.6701194, 110.3924154 -7.653787, 110.362203 -7.6381346, 110.3361105 -7.6252039))",DIY Yogyakarta,
